environment,benchmark,metric,unit,sample_count,valid_count,mean,median,stdev,cv_percent,min,max,p50,p95,p99
lxc,app_latency,ttfb_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,cpu_deterministic,cpu_percentage,%,33,33,67.30303,75.0,30.583375,45.4413,0.0,100.0,75.0,100.0,100.0
lxc,cpu_deterministic,elapsed_sec,s,33,33,0.003664,0.001502,0.004105,112.0238,0.000778,0.013597,0.001502,0.012111,0.013309
lxc,cpu_deterministic,gflops,GFLOPS,33,33,3.230158,2.7641,1.202859,37.2384,0.9364,5.4903,2.7641,5.23342,5.452124
lxc,cpu_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
lxc,cpu_deterministic,max_rss_kb,KB,33,33,1129.454545,1060.0,209.970994,18.5905,848.0,1548.0,1060.0,1548.0,1548.0
lxc,cpu_deterministic,parameters.iterations,,33,33,2.212121,2.0,0.415149,18.767,2.0,3.0,2.0,3.0,3.0
lxc,cpu_deterministic,parameters.matrix_size,,33,33,121.212121,100.0,41.514875,34.2498,100.0,200.0,100.0,200.0,200.0
lxc,cpu_deterministic,parameters.threads,,33,33,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
lxc,cpu_deterministic,parameters.warmup,,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,cpu_deterministic,system_time_sec,s,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,cpu_deterministic,telemetry.cpu_percentage,%,33,33,67.30303,75.0,30.583375,45.4413,0.0,100.0,75.0,100.0,100.0
lxc,cpu_deterministic,telemetry.max_rss_kb,KB,33,33,1129.454545,1060.0,209.970994,18.5905,848.0,1548.0,1060.0,1548.0,1548.0
lxc,cpu_deterministic,telemetry.system_time_sec,s,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,cpu_deterministic,telemetry.user_time_sec,s,33,33,0.001515,0.0,0.003641,240.3123,0.0,0.01,0.0,0.01,0.01
lxc,cpu_deterministic,telemetry.vsz_kb,,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,cpu_deterministic,telemetry.wall_time_sec,s,33,33,0.002121,0.0,0.004151,195.713,0.0,0.01,0.0,0.01,0.01
lxc,cpu_deterministic,total_flops,,33,33,13333333.333333,4000000.0,18266545.01176,136.9991,4000000.0,48000000.0,4000000.0,48000000.0,48000000.0
lxc,cpu_deterministic,user_time_sec,s,33,33,0.001515,0.0,0.003641,240.3123,0.0,0.01,0.0,0.01,0.01
lxc,cpu_deterministic,wall_time_sec,s,33,33,0.002121,0.0,0.004151,195.713,0.0,0.01,0.0,0.01,0.01
lxc,cpu_deterministic,warmup_elapsed_sec,,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,memory_deterministic,allocated_bytes,,33,33,27453626.181818,16777216.0,20895120.766093,76.1106,16777216.0,67108864.0,16777216.0,67108864.0,67108864.0
lxc,memory_deterministic,cpu_percentage,%,33,33,96.969697,98.0,3.413986,3.5207,86.0,100.0,98.0,100.0,100.0
lxc,memory_deterministic,elapsed_sec,s,33,33,0.046072,0.026943,0.039641,86.0419,0.01844,0.136045,0.026943,0.12692,0.134197
lxc,memory_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
lxc,memory_deterministic,max_rss_kb,KB,33,33,27355.515152,16972.0,20389.418622,74.5349,16844.0,66124.0,16972.0,66124.0,66124.0
lxc,memory_deterministic,parameters.buffer_mb,,33,33,26.181818,16.0,19.92714,76.1106,16.0,64.0,16.0,64.0,64.0
lxc,memory_deterministic,parameters.passes,,33,33,2.212121,2.0,0.415149,18.767,2.0,3.0,2.0,3.0,3.0
lxc,memory_deterministic,parameters.stride_bytes,,33,33,64.0,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0
lxc,memory_deterministic,system_time_sec,s,33,33,0.007576,0.01,0.008671,114.4596,0.0,0.03,0.01,0.02,0.0268
lxc,memory_deterministic,telemetry.cpu_percentage,%,33,33,96.969697,98.0,3.413986,3.5207,86.0,100.0,98.0,100.0,100.0
lxc,memory_deterministic,telemetry.max_rss_kb,KB,33,33,27355.515152,16972.0,20389.418622,74.5349,16844.0,66124.0,16972.0,66124.0,66124.0
lxc,memory_deterministic,telemetry.system_time_sec,s,33,33,0.007576,0.01,0.008671,114.4596,0.0,0.03,0.01,0.02,0.0268
lxc,memory_deterministic,telemetry.user_time_sec,s,33,33,0.030606,0.02,0.032686,106.7957,0.01,0.11,0.02,0.094,0.1068
lxc,memory_deterministic,telemetry.vsz_kb,,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,memory_deterministic,telemetry.wall_time_sec,s,33,33,0.046061,0.03,0.041226,89.5048,0.02,0.14,0.03,0.13,0.1368
lxc,memory_deterministic,throughput_mb_s,MB/s,33,33,3027.293333,3071.49,605.29573,19.9946,1910.51,4035.86,3071.49,3947.878,4028.5224
lxc,memory_deterministic,transferred_bytes,,33,33,155570548.363636,75497472.0,156713405.745695,100.7346,75497472.0,452984832.0,75497472.0,452984832.0,452984832.0
lxc,memory_deterministic,user_time_sec,s,33,33,0.030606,0.02,0.032686,106.7957,0.01,0.11,0.02,0.094,0.1068
lxc,memory_deterministic,wall_time_sec,s,33,33,0.046061,0.03,0.041226,89.5048,0.02,0.14,0.03,0.13,0.1368
lxc,network_ping,cpu_percentage,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,max_rss_kb,KB,2,2,2676.0,2676.0,0.0,0.0,2676.0,2676.0,2676.0,2676.0,2676.0
lxc,network_ping,packet_loss_percent,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,packets_transmitted,,2,2,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
lxc,network_ping,rtt_avg_ms,ms,2,2,0.0715,0.0715,0.010607,14.8344,0.064,0.079,0.0715,0.07825,0.07885
lxc,network_ping,rtt_max_ms,ms,2,2,0.1505,0.1505,0.057276,38.0569,0.11,0.191,0.1505,0.18695,0.19019
lxc,network_ping,rtt_mdev_ms,ms,2,2,0.042,0.042,0.021213,50.5076,0.027,0.057,0.042,0.0555,0.0567
lxc,network_ping,rtt_min_ms,ms,2,2,0.0325,0.0325,0.002121,6.5271,0.031,0.034,0.0325,0.03385,0.03397
lxc,network_ping,system_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,telemetry.cpu_percentage,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,telemetry.max_rss_kb,KB,2,2,2676.0,2676.0,0.0,0.0,2676.0,2676.0,2676.0,2676.0,2676.0
lxc,network_ping,telemetry.system_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,telemetry.user_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,telemetry.vsz_kb,,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,telemetry.wall_time_sec,s,2,2,4.1,4.1,0.028284,0.6899,4.08,4.12,4.1,4.118,4.1196
lxc,network_ping,user_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,network_ping,wall_time_sec,s,2,2,4.1,4.1,0.028284,0.6899,4.08,4.12,4.1,4.118,4.1196
lxc,scheduling_deterministic,cpu_percentage,%,7,7,85.142857,85.0,2.609506,3.0649,82.0,90.0,85.0,88.8,89.76
lxc,scheduling_deterministic,elapsed_sec,s,7,7,0.093554,0.098095,0.009022,9.6441,0.078803,0.10043,0.098095,0.100332,0.10041
lxc,scheduling_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
lxc,scheduling_deterministic,latency_us,us,7,7,2.338857,2.452,0.225563,9.6441,1.97,2.511,2.452,2.5086,2.51052
lxc,scheduling_deterministic,max_rss_kb,KB,7,7,592.0,592.0,0.0,0.0,592.0,592.0,592.0,592.0,592.0
lxc,scheduling_deterministic,parameters.iterations,,7,7,20000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0
lxc,scheduling_deterministic,parameters.warmup,,7,7,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
lxc,scheduling_deterministic,switches_per_sec,,7,7,431299.842857,407768.66,45274.98944,10.4973,398286.51,507596.39,407768.66,500614.532,506200.0184
lxc,scheduling_deterministic,system_time_sec,s,7,7,0.067143,0.07,0.007559,11.2585,0.06,0.08,0.07,0.077,0.0794
lxc,scheduling_deterministic,telemetry.cpu_percentage,%,7,7,85.142857,85.0,2.609506,3.0649,82.0,90.0,85.0,88.8,89.76
lxc,scheduling_deterministic,telemetry.max_rss_kb,KB,7,7,592.0,592.0,0.0,0.0,592.0,592.0,592.0,592.0,592.0
lxc,scheduling_deterministic,telemetry.system_time_sec,s,7,7,0.067143,0.07,0.007559,11.2585,0.06,0.08,0.07,0.077,0.0794
lxc,scheduling_deterministic,telemetry.user_time_sec,s,7,7,0.008571,0.01,0.00378,44.0959,0.0,0.01,0.01,0.01,0.01
lxc,scheduling_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,scheduling_deterministic,telemetry.wall_time_sec,s,7,7,0.095714,0.1,0.011339,11.8466,0.08,0.11,0.1,0.107,0.1094
lxc,scheduling_deterministic,total_context_switches,,7,7,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,40000.0,40000.0
lxc,scheduling_deterministic,user_time_sec,s,7,7,0.008571,0.01,0.00378,44.0959,0.0,0.01,0.01,0.01,0.01
lxc,scheduling_deterministic,wall_time_sec,s,7,7,0.095714,0.1,0.011339,11.8466,0.08,0.11,0.1,0.107,0.1094
lxc,syscall_deterministic,cpu_percentage,%,7,7,94.142857,95.0,3.670993,3.8994,89.0,100.0,95.0,98.5,99.7
lxc,syscall_deterministic,elapsed_sec,s,7,7,0.019055,0.019409,0.002666,13.9925,0.014267,0.022455,0.019409,0.02205,0.022374
lxc,syscall_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
lxc,syscall_deterministic,latency_ns,ns,7,7,95.271429,97.05,13.331642,13.9933,71.33,112.27,97.05,110.248,111.8656
lxc,syscall_deterministic,max_rss_kb,KB,7,7,576.571429,588.0,30.237158,5.2443,508.0,588.0,588.0,588.0,588.0
lxc,syscall_deterministic,ops_per_sec,ops/sec,7,7,10695976.042857,10304381.64,1684060.277701,15.7448,8906742.36,14018794.44,10304381.64,13250639.064,13865163.3648
lxc,syscall_deterministic,parameters.iterations,,7,7,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0
lxc,syscall_deterministic,parameters.warmup,,7,7,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0
lxc,syscall_deterministic,system_time_sec,s,7,7,0.005714,0.01,0.005345,93.5414,0.0,0.01,0.01,0.01,0.01
lxc,syscall_deterministic,telemetry.cpu_percentage,%,7,7,94.142857,95.0,3.670993,3.8994,89.0,100.0,95.0,98.5,99.7
lxc,syscall_deterministic,telemetry.max_rss_kb,KB,7,7,576.571429,588.0,30.237158,5.2443,508.0,588.0,588.0,588.0,588.0
lxc,syscall_deterministic,telemetry.system_time_sec,s,7,7,0.005714,0.01,0.005345,93.5414,0.0,0.01,0.01,0.01,0.01
lxc,syscall_deterministic,telemetry.user_time_sec,s,7,7,0.005714,0.01,0.005345,93.5414,0.0,0.01,0.01,0.01,0.01
lxc,syscall_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,syscall_deterministic,telemetry.wall_time_sec,s,7,7,0.017143,0.02,0.00488,28.4638,0.01,0.02,0.02,0.02,0.02
lxc,syscall_deterministic,total_syscalls,count,7,7,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0
lxc,syscall_deterministic,user_time_sec,s,7,7,0.005714,0.01,0.005345,93.5414,0.0,0.01,0.01,0.01,0.01
lxc,syscall_deterministic,wall_time_sec,s,7,7,0.017143,0.02,0.00488,28.4638,0.01,0.02,0.02,0.02,0.02
virtualbox,app_latency,connect_ms.max,,1,1,0.231916,0.231916,0.0,0.0,0.231916,0.231916,0.231916,0.231916,0.231916
virtualbox,app_latency,connect_ms.mean,,1,1,0.030318,0.030318,0.0,0.0,0.030318,0.030318,0.030318,0.030318,0.030318
virtualbox,app_latency,connect_ms.median,,1,1,0.018101,0.018101,0.0,0.0,0.018101,0.018101,0.018101,0.018101,0.018101
virtualbox,app_latency,connect_ms.min,,1,1,0.012311,0.012311,0.0,0.0,0.012311,0.012311,0.012311,0.012311,0.012311
virtualbox,app_latency,connect_ms.p50,,1,1,0.018101,0.018101,0.0,0.0,0.018101,0.018101,0.018101,0.018101,0.018101
virtualbox,app_latency,connect_ms.p95,,1,1,0.072653,0.072653,0.0,0.0,0.072653,0.072653,0.072653,0.072653,0.072653
virtualbox,app_latency,connect_ms.p99,,1,1,0.096911,0.096911,0.0,0.0,0.096911,0.096911,0.096911,0.096911,0.096911
virtualbox,app_latency,connect_ms.stdev,,1,1,0.028569,0.028569,0.0,0.0,0.028569,0.028569,0.028569,0.028569,0.028569
virtualbox,app_latency,http_200_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,requests_attempted,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,requests_completed,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,total_duration_ms.cv_percent,,1,1,68.5727,68.5727,0.0,0.0,68.5727,68.5727,68.5727,68.5727,68.5727
virtualbox,app_latency,total_duration_ms.max,,1,1,0.833752,0.833752,0.0,0.0,0.833752,0.833752,0.833752,0.833752,0.833752
virtualbox,app_latency,total_duration_ms.mean,,1,1,0.150143,0.150143,0.0,0.0,0.150143,0.150143,0.150143,0.150143,0.150143
virtualbox,app_latency,total_duration_ms.median,,1,1,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,0.102758,0.102758
virtualbox,app_latency,total_duration_ms.min,,1,1,0.077168,0.077168,0.0,0.0,0.077168,0.077168,0.077168,0.077168,0.077168
virtualbox,app_latency,total_duration_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,app_latency,total_duration_ms.p50,,1,1,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,0.102758,0.102758
virtualbox,app_latency,total_duration_ms.p95,,1,1,0.3299,0.3299,0.0,0.0,0.3299,0.3299,0.3299,0.3299,0.3299
virtualbox,app_latency,total_duration_ms.p99,,1,1,0.389567,0.389567,0.0,0.0,0.389567,0.389567,0.389567,0.389567,0.389567
virtualbox,app_latency,total_duration_ms.stdev,,1,1,0.102957,0.102957,0.0,0.0,0.102957,0.102957,0.102957,0.102957,0.102957
virtualbox,app_latency,total_duration_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,total_duration_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,total_ms.max,,1,1,0.833752,0.833752,0.0,0.0,0.833752,0.833752,0.833752,0.833752,0.833752
virtualbox,app_latency,total_ms.mean,,1,1,0.150143,0.150143,0.0,0.0,0.150143,0.150143,0.150143,0.150143,0.150143
virtualbox,app_latency,total_ms.median,,1,1,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,0.102758,0.102758
virtualbox,app_latency,total_ms.min,,1,1,0.077168,0.077168,0.0,0.0,0.077168,0.077168,0.077168,0.077168,0.077168
virtualbox,app_latency,total_ms.p50,,1,1,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,0.102758,0.102758
virtualbox,app_latency,total_ms.p95,,1,1,0.3299,0.3299,0.0,0.0,0.3299,0.3299,0.3299,0.3299,0.3299
virtualbox,app_latency,total_ms.p99,,1,1,0.389567,0.389567,0.0,0.0,0.389567,0.389567,0.389567,0.389567,0.389567
virtualbox,app_latency,total_ms.stdev,,1,1,0.102957,0.102957,0.0,0.0,0.102957,0.102957,0.102957,0.102957,0.102957
virtualbox,app_latency,total_time_ms.cv_percent,,2,2,224.70735,224.70735,220.80774,98.2646,68.5727,380.842,224.70735,365.228535,377.719307
virtualbox,app_latency,total_time_ms.max,,2,2,11.55449,11.55449,15.161414,131.2166,0.833752,22.275229,11.55449,21.203155,22.060814
virtualbox,app_latency,total_time_ms.mean,,2,2,0.363542,0.363542,0.301792,83.0143,0.150143,0.576941,0.363542,0.555601,0.572673
virtualbox,app_latency,total_time_ms.median,,2,2,0.235578,0.235578,0.187837,79.7342,0.102758,0.368399,0.235578,0.355117,0.365743
virtualbox,app_latency,total_time_ms.min,,2,2,0.119894,0.119894,0.060423,50.3972,0.077168,0.162619,0.119894,0.158346,0.161764
virtualbox,app_latency,total_time_ms.missing_count,,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,app_latency,total_time_ms.p50,,2,2,0.235578,0.235578,0.187837,79.7342,0.102758,0.368399,0.235578,0.355117,0.365743
virtualbox,app_latency,total_time_ms.p95,,2,2,0.488348,0.488348,0.224079,45.8851,0.3299,0.646795,0.488348,0.63095,0.643626
virtualbox,app_latency,total_time_ms.p99,,2,2,0.798019,0.798019,0.577639,72.3841,0.389567,1.206472,0.798019,1.165627,1.198303
virtualbox,app_latency,total_time_ms.stdev,,2,2,1.150095,1.150095,1.480877,128.7613,0.102957,2.197233,1.150095,2.092519,2.17629
virtualbox,app_latency,total_time_ms.total_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,total_time_ms.valid_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,ttfb_ms.cv_percent,,1,1,429.543,429.543,0.0,0.0,429.543,429.543,429.543,429.543,429.543
virtualbox,app_latency,ttfb_ms.max,,2,2,11.464694,11.464693,15.143069,132.0844,0.756927,22.17246,11.464693,21.101683,21.958305
virtualbox,app_latency,ttfb_ms.mean,,2,2,0.316287,0.316287,0.274247,86.7083,0.122365,0.510209,0.316287,0.490817,0.506331
virtualbox,app_latency,ttfb_ms.median,,2,2,0.188672,0.188672,0.151036,80.0519,0.081874,0.295471,0.188672,0.284791,0.293335
virtualbox,app_latency,ttfb_ms.min,,2,2,0.096414,0.096414,0.050022,51.8827,0.061043,0.131785,0.096414,0.128248,0.131078
virtualbox,app_latency,ttfb_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,app_latency,ttfb_ms.p50,,2,2,0.188672,0.188672,0.151036,80.0519,0.081874,0.295471,0.188672,0.284791,0.293335
virtualbox,app_latency,ttfb_ms.p95,,2,2,0.427359,0.427359,0.204778,47.9171,0.282559,0.572159,0.427359,0.557679,0.569263
virtualbox,app_latency,ttfb_ms.p99,,2,2,0.607329,0.607329,0.372873,61.3955,0.343668,0.87099,0.607329,0.844624,0.865717
virtualbox,app_latency,ttfb_ms.stdev,,2,2,1.141994,1.141994,1.484322,129.9764,0.092419,2.191568,1.141994,2.086611,2.170577
virtualbox,app_latency,ttfb_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,app_latency,ttfb_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
virtualbox,cpu_deterministic,cpu_percentage,%,33,33,82.181818,87.0,22.20565,27.0201,0.0,100.0,87.0,100.0,100.0
virtualbox,cpu_deterministic,elapsed_sec,s,33,33,0.004364,0.002631,0.004142,94.9231,0.000721,0.014951,0.002631,0.013469,0.014525
virtualbox,cpu_deterministic,gflops,GFLOPS,33,33,2.669824,2.1881,1.516706,56.8092,0.9652,5.9748,2.1881,5.52184,5.838128
virtualbox,cpu_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
virtualbox,cpu_deterministic,max_rss_kb,KB,33,33,1154.787879,1044.0,242.702462,21.0171,892.0,1700.0,1044.0,1608.8,1700.0
virtualbox,cpu_deterministic,parameters.iterations,,33,33,2.212121,2.0,0.415149,18.767,2.0,3.0,2.0,3.0,3.0
virtualbox,cpu_deterministic,parameters.matrix_size,,33,33,122.727273,100.0,41.628771,33.9197,100.0,200.0,100.0,200.0,200.0
virtualbox,cpu_deterministic,parameters.threads,,33,33,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
virtualbox,cpu_deterministic,parameters.warmup,,33,33,0.030303,0.0,0.174078,574.4563,0.0,1.0,0.0,0.0,0.68
virtualbox,cpu_deterministic,system_time_sec,s,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,cpu_deterministic,telemetry.cpu_percentage,%,33,33,82.181818,87.0,22.20565,27.0201,0.0,100.0,87.0,100.0,100.0
virtualbox,cpu_deterministic,telemetry.max_rss_kb,KB,33,33,1154.787879,1044.0,242.702462,21.0171,892.0,1700.0,1044.0,1608.8,1700.0
virtualbox,cpu_deterministic,telemetry.system_time_sec,s,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,cpu_deterministic,telemetry.user_time_sec,s,33,33,0.001515,0.0,0.003641,240.3123,0.0,0.01,0.0,0.01,0.01
virtualbox,cpu_deterministic,telemetry.vsz_kb,,33,33,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
virtualbox,cpu_deterministic,telemetry.wall_time_sec,s,33,33,0.002121,0.0,0.004151,195.713,0.0,0.01,0.0,0.01,0.01
virtualbox,cpu_deterministic,total_flops,,33,33,13621212.121212,4000000.0,18189553.27887,133.5384,4000000.0,48000000.0,4000000.0,48000000.0,48000000.0
virtualbox,cpu_deterministic,user_time_sec,s,33,33,0.001515,0.0,0.003641,240.3123,0.0,0.01,0.0,0.01,0.01
virtualbox,cpu_deterministic,wall_time_sec,s,33,33,0.002121,0.0,0.004151,195.713,0.0,0.01,0.0,0.01,0.01
virtualbox,cpu_deterministic,warmup_elapsed_sec,,33,33,3.7e-05,0.0,0.000211,574.4563,0.0,0.001211,0.0,0.0,0.000823
virtualbox,memory_deterministic,allocated_bytes,,7,7,67108864.0,67108864.0,0.0,0.0,67108864.0,67108864.0,67108864.0,67108864.0,67108864.0
virtualbox,memory_deterministic,cpu_percentage,%,7,7,98.857143,99.0,0.899735,0.9101,98.0,100.0,99.0,100.0,100.0
virtualbox,memory_deterministic,elapsed_sec,s,7,7,0.111464,0.108915,0.013568,12.1725,0.097543,0.131173,0.108915,0.129618,0.130862
virtualbox,memory_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
virtualbox,memory_deterministic,max_rss_kb,KB,7,7,65977.714286,65996.0,88.328392,0.1339,65868.0,66124.0,65996.0,66085.6,66116.32
