environment,benchmark,metric,unit,quality_flag,total_runs,successful_runs,failed_runs,unavailable_runs,mean,median,min,max,stdev,cv_percent,p50,p95,p99,traceable_run_count
kvm,syscall_deterministic,telemetry.cpu_percentage,%,FAILED,23,14,9,0,96.285714,100.0,89.0,100.0,4.794686,4.9796,100.0,100.0,100.0,14
kvm,syscall_deterministic,telemetry.max_rss_kb,KB,FAILED,23,14,9,0,588.0,588.0,588.0,588.0,0.0,0.0,588.0,588.0,588.0,14
kvm,syscall_deterministic,telemetry.system_time_sec,s,FAILED,23,14,9,0,0.002857,0.0,0.0,0.01,0.004688,164.0825,0.0,0.01,0.01,14
kvm,syscall_deterministic,telemetry.user_time_sec,s,FAILED,23,14,9,0,0.008571,0.01,0.0,0.01,0.003631,42.3659,0.01,0.01,0.01,14
kvm,syscall_deterministic,telemetry.vsz_kb,,FAILED,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,syscall_deterministic,telemetry.wall_time_sec,s,FAILED,23,14,9,0,0.017143,0.02,0.01,0.02,0.004688,27.3471,0.02,0.02,0.02,14
kvm,syscall_deterministic,total_syscalls,,FAILED,23,14,9,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,14
kvm,syscall_deterministic,user_time_sec,s,FAILED,23,14,9,0,0.008571,0.01,0.0,0.01,0.003631,42.3659,0.01,0.01,0.01,14
kvm,syscall_deterministic,wall_time_sec,s,FAILED,23,14,9,0,0.017143,0.02,0.01,0.02,0.004688,27.3471,0.02,0.02,0.02,14
lxc,app_latency,connect_ms.max,,PASS,13,4,9,0,0.214444,0.214444,0.214444,0.214444,0.0,0.0,0.214444,0.214444,0.214444,2
lxc,app_latency,connect_ms.mean,,PASS,13,4,9,0,0.034429,0.034429,0.034429,0.034429,0.0,0.0,0.034429,0.034429,0.034429,2
lxc,app_latency,connect_ms.median,,PASS,13,4,9,0,0.016473,0.016473,0.016473,0.016473,0.0,0.0,0.016473,0.016473,0.016473,2
lxc,app_latency,connect_ms.min,,PASS,13,4,9,0,0.011958,0.011958,0.011958,0.011958,0.0,0.0,0.011958,0.011958,0.011958,2
lxc,app_latency,connect_ms.p50,ms,PASS,13,4,9,0,0.016473,0.016473,0.016473,0.016473,0.0,0.0,0.016473,0.016473,0.016473,2
lxc,app_latency,connect_ms.p95,ms,PASS,13,4,9,0,0.118278,0.118278,0.118278,0.118278,0.0,0.0,0.118278,0.118278,0.118278,2
lxc,app_latency,connect_ms.p99,ms,PASS,13,4,9,0,0.157597,0.157597,0.157597,0.157597,0.0,0.0,0.157597,0.157597,0.157597,2
lxc,app_latency,connect_ms.stdev,,PASS,13,4,9,0,0.038976,0.038976,0.038976,0.038976,0.0,0.0,0.038976,0.038976,0.038976,2
lxc,app_latency,http_200_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,app_latency,requests_attempted,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,app_latency,requests_completed,count,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
lxc,app_latency,total_duration_ms.cv_percent,,PASS,13,4,9,0,110.5964,110.5964,110.5964,110.5964,0.0,0.0,110.5964,110.5964,110.5964,2
lxc,app_latency,total_duration_ms.max,,PASS,13,4,9,0,1.004176,1.004176,1.004176,1.004176,0.0,0.0,1.004176,1.004176,1.004176,2
lxc,app_latency,total_duration_ms.mean,,PASS,13,4,9,0,0.207856,0.207856,0.207856,0.207856,0.0,0.0,0.207856,0.207856,0.207856,2
lxc,app_latency,total_duration_ms.median,,PASS,13,4,9,0,0.094834,0.094834,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,2
lxc,app_latency,total_duration_ms.min,,PASS,13,4,9,0,0.079028,0.079028,0.079028,0.079028,0.0,0.0,0.079028,0.079028,0.079028,2
lxc,app_latency,total_duration_ms.missing_count,,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
lxc,app_latency,total_duration_ms.p50,ms,PASS,13,4,9,0,0.094834,0.094834,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,2
lxc,app_latency,total_duration_ms.p95,ms,PASS,13,4,9,0,0.694561,0.694561,0.694561,0.694561,0.0,0.0,0.694561,0.694561,0.694561,2
lxc,app_latency,total_duration_ms.p99,ms,PASS,13,4,9,0,0.980863,0.980863,0.980863,0.980863,0.0,0.0,0.980863,0.980863,0.980863,2
lxc,app_latency,total_duration_ms.stdev,,PASS,13,4,9,0,0.229881,0.229881,0.229881,0.229881,0.0,0.0,0.229881,0.229881,0.229881,2
lxc,app_latency,total_duration_ms.total_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,app_latency,total_duration_ms.valid_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,app_latency,total_ms.max,,PASS,13,4,9,0,1.004176,1.004176,1.004176,1.004176,0.0,0.0,1.004176,1.004176,1.004176,2
lxc,app_latency,total_ms.mean,,PASS,13,4,9,0,0.207856,0.207856,0.207856,0.207856,0.0,0.0,0.207856,0.207856,0.207856,2
lxc,app_latency,total_ms.median,,PASS,13,4,9,0,0.094834,0.094834,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,2
lxc,app_latency,total_ms.min,,PASS,13,4,9,0,0.079028,0.079028,0.079028,0.079028,0.0,0.0,0.079028,0.079028,0.079028,2
lxc,app_latency,total_ms.p50,ms,PASS,13,4,9,0,0.094834,0.094834,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,2
lxc,app_latency,total_ms.p95,ms,PASS,13,4,9,0,0.694561,0.694561,0.694561,0.694561,0.0,0.0,0.694561,0.694561,0.694561,2
lxc,app_latency,total_ms.p99,ms,PASS,13,4,9,0,0.980863,0.980863,0.980863,0.980863,0.0,0.0,0.980863,0.980863,0.980863,2
lxc,app_latency,total_ms.stdev,,PASS,13,4,9,0,0.229881,0.229881,0.229881,0.229881,0.0,0.0,0.229881,0.229881,0.229881,2
lxc,app_latency,total_time_ms.cv_percent,,PASS,13,4,9,0,208.8347,208.8347,110.5964,307.073,113.435818,54.3185,208.8347,307.073,307.073,4
lxc,app_latency,total_time_ms.max,,PASS,13,4,9,0,11.249165,11.249165,1.004176,21.494154,11.829894,105.1624,11.249165,21.494154,21.494154,4
lxc,app_latency,total_time_ms.mean,,PASS,13,4,9,0,0.448164,0.448164,0.207856,0.688471,0.277483,61.9156,0.448164,0.688471,0.688471,4
lxc,app_latency,total_time_ms.median,,PASS,13,4,9,0,0.274762,0.274762,0.094834,0.45469,0.207763,75.6156,0.274762,0.45469,0.45469,4
lxc,app_latency,total_time_ms.min,,PASS,13,4,9,0,0.128247,0.128247,0.079028,0.177465,0.056833,44.3151,0.128247,0.177465,0.177465,4
lxc,app_latency,total_time_ms.missing_count,,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,app_latency,total_time_ms.p50,ms,PASS,13,4,9,0,0.274762,0.274762,0.094834,0.45469,0.207763,75.6156,0.274762,0.45469,0.45469,4
lxc,app_latency,total_time_ms.p95,ms,PASS,13,4,9,0,0.784231,0.784231,0.694561,0.8739,0.103541,13.2029,0.784231,0.8739,0.8739,4
lxc,app_latency,total_time_ms.p99,ms,PASS,13,4,9,0,1.260761,1.260761,0.980863,1.540659,0.323198,25.6352,1.260761,1.540659,1.540659,4
lxc,app_latency,total_time_ms.stdev,,PASS,13,4,9,0,1.171995,1.171995,0.229881,2.114109,1.08786,92.8212,1.171995,2.114109,2.114109,4
lxc,app_latency,total_time_ms.total_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
lxc,app_latency,total_time_ms.valid_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
lxc,app_latency,ttfb_ms.cv_percent,,PASS,13,4,9,0,343.7269,343.7269,343.7269,343.7269,0.0,0.0,343.7269,343.7269,343.7269,2
lxc,app_latency,ttfb_ms.max,,PASS,13,4,9,0,11.159918,11.159918,0.985252,21.334584,11.748692,105.2758,11.159918,21.334584,21.334584,4
lxc,app_latency,ttfb_ms.mean,,PASS,13,4,9,0,0.391504,0.391504,0.171262,0.611746,0.254314,64.9581,0.391504,0.611746,0.611746,4
lxc,app_latency,ttfb_ms.median,,PASS,13,4,9,0,0.225211,0.225211,0.077215,0.373207,0.170891,75.8804,0.225211,0.373207,0.373207,4
lxc,app_latency,ttfb_ms.min,,PASS,13,4,9,0,0.101426,0.101426,0.062497,0.140355,0.044951,44.3193,0.101426,0.140355,0.140355,4
lxc,app_latency,ttfb_ms.missing_count,,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
lxc,app_latency,ttfb_ms.p50,ms,PASS,13,4,9,0,0.225211,0.225211,0.077215,0.373207,0.170891,75.8804,0.225211,0.373207,0.373207,4
lxc,app_latency,ttfb_ms.p95,ms,PASS,13,4,9,0,0.655588,0.655588,0.561364,0.749812,0.108801,16.5959,0.655588,0.749812,0.749812,4
lxc,app_latency,ttfb_ms.p99,ms,PASS,13,4,9,0,1.095548,1.095548,0.840839,1.350257,0.294113,26.8462,1.095548,1.350257,1.350257,4
lxc,app_latency,ttfb_ms.stdev,,PASS,13,4,9,0,1.151367,1.151368,0.199998,2.102737,1.098547,95.4124,1.151368,2.102737,2.102737,4
lxc,app_latency,ttfb_ms.total_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,app_latency,ttfb_ms.valid_count,,PASS,13,4,9,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
lxc,cpu_deterministic,cpu_percentage,%,FAILED,70,61,9,0,67.901639,75.0,0.0,100.0,29.601073,43.594,75.0,100.0,100.0,61
lxc,cpu_deterministic,elapsed_sec,s,FAILED,70,61,9,0,0.003859,0.001515,0.000778,0.013597,0.004178,108.264,0.001515,0.012697,0.013597,61
lxc,cpu_deterministic,gflops,GFLOPS,FAILED,70,61,9,0,3.229198,2.7641,0.9364,5.4903,1.226311,37.9757,2.7641,5.371,5.4903,61
lxc,cpu_deterministic,iteration,,FAILED,70,61,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
lxc,cpu_deterministic,max_rss_kb,KB,FAILED,70,61,9,0,1135.147541,1044.0,848.0,1548.0,215.851943,19.0153,1044.0,1548.0,1548.0,61
lxc,cpu_deterministic,parameters.iterations,,FAILED,70,61,9,0,2.229508,2.0,2.0,3.0,0.424006,19.0179,2.0,3.0,3.0,61
lxc,cpu_deterministic,parameters.matrix_size,,FAILED,70,61,9,0,122.95082,100.0,100.0,200.0,42.400639,34.4859,100.0,200.0,200.0,61
lxc,cpu_deterministic,parameters.threads,,FAILED,70,61,9,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,61
lxc,cpu_deterministic,parameters.warmup,,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,cpu_deterministic,system_time_sec,s,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,cpu_deterministic,telemetry.cpu_percentage,%,FAILED,70,61,9,0,67.901639,75.0,0.0,100.0,29.601073,43.594,75.0,100.0,100.0,61
lxc,cpu_deterministic,telemetry.max_rss_kb,KB,FAILED,70,61,9,0,1135.147541,1044.0,848.0,1548.0,215.851943,19.0153,1044.0,1548.0,1548.0,61
lxc,cpu_deterministic,telemetry.system_time_sec,s,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,cpu_deterministic,telemetry.user_time_sec,s,FAILED,70,61,9,0,0.001639,0.0,0.0,0.01,0.003733,227.706,0.0,0.01,0.01,61
lxc,cpu_deterministic,telemetry.vsz_kb,,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,cpu_deterministic,telemetry.wall_time_sec,s,FAILED,70,61,9,0,0.002295,0.0,0.0,0.01,0.00424,184.7456,0.0,0.01,0.01,61
lxc,cpu_deterministic,total_flops,,FAILED,70,61,9,0,14098360.655738,4000000.0,4000000.0,48000000.0,18656281.26399,132.3294,4000000.0,48000000.0,48000000.0,61
lxc,cpu_deterministic,user_time_sec,s,FAILED,70,61,9,0,0.001639,0.0,0.0,0.01,0.003733,227.706,0.0,0.01,0.01,61
lxc,cpu_deterministic,wall_time_sec,s,FAILED,70,61,9,0,0.002295,0.0,0.0,0.01,0.00424,184.7456,0.0,0.01,0.01,61
lxc,cpu_deterministic,warmup_elapsed_sec,,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,memory_deterministic,allocated_bytes,,FAILED,70,61,9,0,28328741.770492,16777216.0,16777216.0,67108864.0,21340940.490185,75.3332,16777216.0,67108864.0,67108864.0,61
lxc,memory_deterministic,cpu_percentage,%,FAILED,70,61,9,0,97.213115,98.0,86.0,100.0,3.141734,3.2318,98.0,100.0,100.0,61
lxc,memory_deterministic,elapsed_sec,s,FAILED,70,61,9,0,0.047898,0.028155,0.01844,0.136045,0.040381,84.3064,0.028155,0.130269,0.136045,61
lxc,memory_deterministic,iteration,,FAILED,70,61,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
lxc,memory_deterministic,max_rss_kb,KB,FAILED,70,61,9,0,28210.819672,16972.0,16844.0,66124.0,20823.687119,73.8145,16972.0,66124.0,66124.0,61
lxc,memory_deterministic,parameters.buffer_mb,,FAILED,70,61,9,0,27.016393,16.0,16.0,64.0,20.352307,75.3332,16.0,64.0,64.0,61
lxc,memory_deterministic,parameters.passes,,FAILED,70,61,9,0,2.229508,2.0,2.0,3.0,0.424006,19.0179,2.0,3.0,3.0,61
lxc,memory_deterministic,parameters.stride_bytes,,FAILED,70,61,9,0,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,61
lxc,memory_deterministic,system_time_sec,s,FAILED,70,61,9,0,0.008033,0.01,0.0,0.03,0.008722,108.5745,0.01,0.02,0.03,61
lxc,memory_deterministic,telemetry.cpu_percentage,%,FAILED,70,61,9,0,97.213115,98.0,86.0,100.0,3.141734,3.2318,98.0,100.0,100.0,61
lxc,memory_deterministic,telemetry.max_rss_kb,KB,FAILED,70,61,9,0,28210.819672,16972.0,16844.0,66124.0,20823.687119,73.8145,16972.0,66124.0,66124.0,61
lxc,memory_deterministic,telemetry.system_time_sec,s,FAILED,70,61,9,0,0.008033,0.01,0.0,0.03,0.008722,108.5745,0.01,0.02,0.03,61
lxc,memory_deterministic,telemetry.user_time_sec,s,FAILED,70,61,9,0,0.032295,0.02,0.01,0.11,0.033186,102.7587,0.02,0.1,0.11,61
lxc,memory_deterministic,telemetry.vsz_kb,,FAILED,70,61,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,61
lxc,memory_deterministic,telemetry.wall_time_sec,s,FAILED,70,61,9,0,0.048033,0.03,0.02,0.14,0.041945,87.3262,0.03,0.13,0.14,61
lxc,memory_deterministic,throughput_mb_s,MB/s,FAILED,70,61,9,0,3022.918197,3071.49,1910.51,4035.86,612.874232,20.2743,3071.49,4012.93,4035.86,61
lxc,memory_deterministic,transferred_bytes,,FAILED,70,61,9,0,162133915.278689,75497472.0,75497472.0,452984832.0,160057053.676385,98.719,75497472.0,452984832.0,452984832.0,61
lxc,memory_deterministic,user_time_sec,s,FAILED,70,61,9,0,0.032295,0.02,0.01,0.11,0.033186,102.7587,0.02,0.1,0.11,61
lxc,memory_deterministic,wall_time_sec,s,FAILED,70,61,9,0,0.048033,0.03,0.02,0.14,0.041945,87.3262,0.03,0.13,0.14,61
lxc,network_ping,cpu_percentage,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,max_rss_kb,KB,PASS,13,4,9,0,2676.0,2676.0,2676.0,2676.0,0.0,0.0,2676.0,2676.0,2676.0,4
lxc,network_ping,packet_loss_percent,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,packets_transmitted,,PASS,13,4,9,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,4
lxc,network_ping,rtt_avg_ms,ms,PASS,13,4,9,0,0.0715,0.0715,0.064,0.079,0.00866,12.1122,0.0715,0.079,0.079,4
lxc,network_ping,rtt_max_ms,ms,PASS,13,4,9,0,0.1505,0.1505,0.11,0.191,0.046765,31.0733,0.1505,0.191,0.191,4
lxc,network_ping,rtt_mdev_ms,ms,PASS,13,4,9,0,0.042,0.042,0.027,0.057,0.017321,41.2393,0.042,0.057,0.057,4
lxc,network_ping,rtt_min_ms,ms,PASS,13,4,9,0,0.0325,0.0325,0.031,0.034,0.001732,5.3294,0.0325,0.034,0.034,4
lxc,network_ping,system_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,telemetry.cpu_percentage,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,telemetry.max_rss_kb,KB,PASS,13,4,9,0,2676.0,2676.0,2676.0,2676.0,0.0,0.0,2676.0,2676.0,2676.0,4
lxc,network_ping,telemetry.system_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,telemetry.user_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,telemetry.vsz_kb,,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,telemetry.wall_time_sec,s,PASS,13,4,9,0,4.1,4.1,4.08,4.12,0.023094,0.5633,4.1,4.12,4.12,4
lxc,network_ping,user_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
lxc,network_ping,wall_time_sec,s,PASS,13,4,9,0,4.1,4.1,4.08,4.12,0.023094,0.5633,4.1,4.12,4.12,4
lxc,scheduling_deterministic,cpu_percentage,%,PASS,23,14,9,0,85.142857,85.0,82.0,90.0,2.507133,2.9446,85.0,90.0,90.0,14
lxc,scheduling_deterministic,elapsed_sec,s,PASS,23,14,9,0,0.093554,0.098095,0.078803,0.10043,0.008669,9.2658,0.098095,0.10043,0.10043,14
lxc,scheduling_deterministic,iteration,,PASS,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
lxc,scheduling_deterministic,latency_us,us,PASS,23,14,9,0,2.338857,2.452,1.97,2.511,0.216714,9.2658,2.452,2.511,2.511,14
lxc,scheduling_deterministic,max_rss_kb,KB,PASS,23,14,9,0,592.0,592.0,592.0,592.0,0.0,0.0,592.0,592.0,592.0,14
lxc,scheduling_deterministic,parameters.iterations,,PASS,23,14,9,0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,14
lxc,scheduling_deterministic,parameters.warmup,,PASS,23,14,9,0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,14
lxc,scheduling_deterministic,switches_per_sec,switches/sec,PASS,23,14,9,0,431299.842857,407768.66,398286.51,507596.39,43498.802836,10.0855,407768.66,507596.39,507596.39,14
lxc,scheduling_deterministic,system_time_sec,s,PASS,23,14,9,0,0.067143,0.07,0.06,0.08,0.007263,10.8168,0.07,0.08,0.08,14
lxc,scheduling_deterministic,telemetry.cpu_percentage,%,PASS,23,14,9,0,85.142857,85.0,82.0,90.0,2.507133,2.9446,85.0,90.0,90.0,14
lxc,scheduling_deterministic,telemetry.max_rss_kb,KB,PASS,23,14,9,0,592.0,592.0,592.0,592.0,0.0,0.0,592.0,592.0,592.0,14
lxc,scheduling_deterministic,telemetry.system_time_sec,s,PASS,23,14,9,0,0.067143,0.07,0.06,0.08,0.007263,10.8168,0.07,0.08,0.08,14
lxc,scheduling_deterministic,telemetry.user_time_sec,s,PASS,23,14,9,0,0.008571,0.01,0.0,0.01,0.003631,42.3659,0.01,0.01,0.01,14
lxc,scheduling_deterministic,telemetry.vsz_kb,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
lxc,scheduling_deterministic,telemetry.wall_time_sec,s,PASS,23,14,9,0,0.095714,0.1,0.08,0.11,0.010894,11.3819,0.1,0.11,0.11,14
lxc,scheduling_deterministic,total_context_switches,,PASS,23,14,9,0,40000.0,40000.0,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,14
lxc,scheduling_deterministic,user_time_sec,s,PASS,23,14,9,0,0.008571,0.01,0.0,0.01,0.003631,42.3659,0.01,0.01,0.01,14
lxc,scheduling_deterministic,wall_time_sec,s,PASS,23,14,9,0,0.095714,0.1,0.08,0.11,0.010894,11.3819,0.1,0.11,0.11,14
lxc,syscall_deterministic,cpu_percentage,%,FAILED,23,14,9,0,94.142857,95.0,89.0,100.0,3.526976,3.7464,95.0,100.0,100.0,14
lxc,syscall_deterministic,elapsed_sec,s,FAILED,23,14,9,0,0.019055,0.019409,0.014267,0.022455,0.002562,13.4436,0.019409,0.022455,0.022455,14
lxc,syscall_deterministic,iteration,,FAILED,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
lxc,syscall_deterministic,latency_ns,ns,FAILED,23,14,9,0,95.271429,97.05,71.33,112.27,12.808627,13.4444,97.05,112.27,112.27,14
lxc,syscall_deterministic,max_rss_kb,KB,FAILED,23,14,9,0,576.571429,588.0,508.0,588.0,29.050922,5.0386,588.0,588.0,588.0,14
lxc,syscall_deterministic,ops_per_sec,ops/sec,FAILED,23,14,9,0,10695976.042857,10304381.64,8906742.36,14018794.44,1617992.778989,15.1271,10304381.64,14018794.44,14018794.44,14
lxc,syscall_deterministic,parameters.iterations,,FAILED,23,14,9,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,14
lxc,syscall_deterministic,parameters.warmup,,FAILED,23,14,9,0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0,14
lxc,syscall_deterministic,system_time_sec,s,FAILED,23,14,9,0,0.005714,0.01,0.0,0.01,0.005136,89.8717,0.01,0.01,0.01,14
lxc,syscall_deterministic,telemetry.cpu_percentage,%,FAILED,23,14,9,0,94.142857,95.0,89.0,100.0,3.526976,3.7464,95.0,100.0,100.0,14
lxc,syscall_deterministic,telemetry.max_rss_kb,KB,FAILED,23,14,9,0,576.571429,588.0,508.0,588.0,29.050922,5.0386,588.0,588.0,588.0,14
lxc,syscall_deterministic,telemetry.system_time_sec,s,FAILED,23,14,9,0,0.005714,0.01,0.0,0.01,0.005136,89.8717,0.01,0.01,0.01,14
lxc,syscall_deterministic,telemetry.user_time_sec,s,FAILED,23,14,9,0,0.005714,0.01,0.0,0.01,0.005136,89.8717,0.01,0.01,0.01,14
lxc,syscall_deterministic,telemetry.vsz_kb,,FAILED,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
lxc,syscall_deterministic,telemetry.wall_time_sec,s,FAILED,23,14,9,0,0.017143,0.02,0.01,0.02,0.004688,27.3471,0.02,0.02,0.02,14
lxc,syscall_deterministic,total_syscalls,,FAILED,23,14,9,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,14
lxc,syscall_deterministic,user_time_sec,s,FAILED,23,14,9,0,0.005714,0.01,0.0,0.01,0.005136,89.8717,0.01,0.01,0.01,14
lxc,syscall_deterministic,wall_time_sec,s,FAILED,23,14,9,0,0.017143,0.02,0.01,0.02,0.004688,27.3471,0.02,0.02,0.02,14
virtualbox,app_latency,connect_ms.max,,PASS,13,4,0,9,0.231916,0.231916,0.231916,0.231916,0.0,0.0,0.231916,0.231916,0.231916,2
virtualbox,app_latency,connect_ms.mean,,PASS,13,4,0,9,0.030318,0.030318,0.030318,0.030318,0.0,0.0,0.030318,0.030318,0.030318,2
virtualbox,app_latency,connect_ms.median,,PASS,13,4,0,9,0.018101,0.018101,0.018101,0.018101,0.0,0.0,0.018101,0.018101,0.018101,2
virtualbox,app_latency,connect_ms.min,,PASS,13,4,0,9,0.012311,0.012311,0.012311,0.012311,0.0,0.0,0.012311,0.012311,0.012311,2
virtualbox,app_latency,connect_ms.p50,ms,PASS,13,4,0,9,0.018101,0.018101,0.018101,0.018101,0.0,0.0,0.018101,0.018101,0.018101,2
virtualbox,app_latency,connect_ms.p95,ms,PASS,13,4,0,9,0.072653,0.072653,0.072653,0.072653,0.0,0.0,0.072653,0.072653,0.072653,2
virtualbox,app_latency,connect_ms.p99,ms,PASS,13,4,0,9,0.096911,0.096911,0.096911,0.096911,0.0,0.0,0.096911,0.096911,0.096911,2
virtualbox,app_latency,connect_ms.stdev,,PASS,13,4,0,9,0.028569,0.028569,0.028569,0.028569,0.0,0.0,0.028569,0.028569,0.028569,2
virtualbox,app_latency,http_200_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
virtualbox,app_latency,requests_attempted,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
virtualbox,app_latency,requests_completed,count,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
virtualbox,app_latency,total_duration_ms.cv_percent,,PASS,13,4,0,9,68.5727,68.5727,68.5727,68.5727,0.0,0.0,68.5727,68.5727,68.5727,2
virtualbox,app_latency,total_duration_ms.max,,PASS,13,4,0,9,0.833752,0.833752,0.833752,0.833752,0.0,0.0,0.833752,0.833752,0.833752,2
virtualbox,app_latency,total_duration_ms.mean,,PASS,13,4,0,9,0.150143,0.150143,0.150143,0.150143,0.0,0.0,0.150143,0.150143,0.150143,2
virtualbox,app_latency,total_duration_ms.median,,PASS,13,4,0,9,0.102758,0.102758,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,2
virtualbox,app_latency,total_duration_ms.min,,PASS,13,4,0,9,0.077168,0.077168,0.077168,0.077168,0.0,0.0,0.077168,0.077168,0.077168,2
virtualbox,app_latency,total_duration_ms.missing_count,,PASS,13,4,0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
virtualbox,app_latency,total_duration_ms.p50,ms,PASS,13,4,0,9,0.102758,0.102758,0.102758,0.102758,0.0,0.0,0.102758,0.102758,0.102758,2
virtualbox,app_latency,total_duration_ms.p95,ms,PASS,13,4,0,9,0.3299,0.3299,0.3299,0.3299,0.0,0.0,0.3299,0.3299,0.3299,2
virtualbox,app_latency,total_duration_ms.p99,ms,PASS,13,4,0,9,0.389567,0.389567,0.389567,0.389567,0.0,0.0,0.389567,0.389567,0.389567,2
virtualbox,app_latency,total_duration_ms.stdev,,PASS,13,4,0,9,0.102957,0.102957,0.102957,0.102957,0.0,0.0,0.102957,0.102957,0.102957,2
virtualbox,app_latency,total_duration_ms.total_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
virtualbox,app_latency,total_duration_ms.valid_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
